id,Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
175,182,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.03,1.26,m,0.96,0.92,0.81,0.18,-2.76,3
176,185,Poland,0.17,0.3,0.26,2.14,0.17,0.21,2.28,1.79,0.7,0.22,0.94,0.17,0.13,1,3.28,0.71,0.12,0.22,0.09,0.53,0.85,-79.4,0.51,4.46,0.07,0.31,7.08,5.28,1.79,1.82,4.58,0.77,1,0.77,0.12,1.27,1.56,0.31,0.17,1.6,0.23,1.37,1.53,7565,0.24,0.11,13.54,9.99,7.87,3.54,0.08,9.5,5.16,0.02,0.01,0.06,0.23,0.08,0.55,0.04,0.08,0,0,0,0.08,1020.55,3328.68,2308.32,3287.17,709.61,1402.1,0.95,0.92,0,0,0,0,0,0,0,0,0,3
177,186,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.66,0.18,m,1.26,1.13,1.3,10.97,1.43,3
178,187,Poland,0.02,0.25,0.2,5.53,0.04,0.01,3.04,0.17,0.75,0.01,0.3,0.28,0.07,0.19,4.04,0.05,0.08,0.01,0.12,0.72,0.22,-7.46,0.26,5.19,0.79,0.02,3.85,0.68,0,0.18,0.94,0.96,0,2.61,0.07,0.39,4.37,0.05,0.27,0.98,0.04,0.99,1.26,30964.53,0.03,0.27,3.36,2.21,3.89,0.23,1.11,-0.7,-1.21,-0.03,-0.17,-0.11,-0.14,-0.65,0.21,-0.12,-2.46,0,0,0,0.01,2672.66,154010.32,43703.22,174350.64,2011.41,2656.36,0.77,1,0,0,0,0,0,0,0,0,0,3
179,188,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.03,-1.13,m,1.31,0.78,0.82,m,m,3
180,189,Slovakia,0.01,0.79,-0.01,0.96,-0.52,0.01,0.27,1.55,0.21,0.03,0.03,0,0.02,0.01,1.27,0.03,0,0.03,0.01,0.73,0.01,-1.4,-0.01,4.37,0.49,0.12,6.57,1.97,0,1.58,0.26,0.76,0,0.09,0.02,0.12,0.6,0.08,0.05,0.29,0.24,0.27,0.99,-217,0.05,2.59,18.29,12.88,6.57,2.01,-0.06,m,m,0,0,0,0,0,m,0,0,m,m,m,m,m,m,m,m,m,m,1.09,1.06,m,m,m,m,m,m,m,m,m,3
181,190,Poland,0.06,0.51,0.23,1.87,0.06,0.06,1.04,0.35,0.53,0.06,0.24,0.27,0.2,0.18,1.97,0.12,0.19,0.06,0.18,0.47,0.18,10.72,0.47,4.38,1.03,0.11,1.07,0.57,0.35,0.35,2.07,0.77,1,0.77,0.17,4.84,1.82,0.03,0.09,0.99,0.27,1.07,1.55,5613,0.12,0.45,26.6,1.22,1.28,0.7,0.87,-3.96,-1.79,-0.02,-0.05,-0.03,-0.07,-0.06,-0.11,-0.03,-0.27,0,0,0,m,0,0,0,0,0,0,m,m,1,0.95,1.47,2.29,0.78,0.89,0.86,1.25,-2.16,3
182,193,Poland,0.03,0.45,0.12,1.45,0.06,0.06,1.23,0.87,0.55,0.05,0.22,0.11,0.05,0.22,2.23,0.1,0.07,0.05,0.03,0.5,0.15,3.5,0.19,4.67,0.44,0.08,3.14,1.86,0.18,0.88,1.32,0.73,0.2,0.34,0.05,0.18,0.91,0.09,0.1,0.86,0.27,0.9,1.19,5572,0.05,0.33,6.09,5.73,3.29,1.42,-0.03,0.33,0.52,0.08,0.09,0.17,0.42,0.29,1.65,0.2,1.7,0,0,0,0,582.58,5491.49,3745.39,7072.1,321.01,522.19,0.87,0.85,0.29,0.23,1.24,4.21,0.2,0.44,0.36,1.74,1.19,3
183,194,Poland,-0.65,1.12,-0.38,0.61,-1.01,-0.57,-0.11,3.74,-0.12,-0.73,-0.58,-0.06,-0.16,-0.2,0.89,-0.64,-0.15,-0.72,-0.17,0.89,-0.27,-4.3,-0.92,4.41,0.29,5.84,4.64,4,3.74,3.77,0.95,0.03,1,0.05,-0.19,-1.47,0.15,-0.49,-0.13,0.52,0.97,-0.3,0.08,-9704,5.25,-1.25,8.46,37.47,3.86,9.11,-0.21,-0.77,0.41,0.85,0.23,0.75,5.48,0.88,-10.89,1.44,-1.17,0,0,0,0,-676.77,-147.91,-170.02,-115.98,83.82,204.19,0.57,0.63,0.97,0.9,0.87,m,0.97,0.79,0.89,0.97,0.45,3
184,196,Poland,0.06,0.11,0.45,5.29,0.06,0.08,8.29,1.11,0.89,0.08,0.77,0.12,0.07,1.2,9.29,0.7,0.07,0.08,0.05,0.83,0.98,21.21,0.99,4.44,0.04,0.08,10.04,9.68,1.11,1.12,86.62,0.9,1,0.66,0.07,0.27,3.24,0.12,0.11,5.1,0.1,1.98,1.99,12398,0.06,0,5.2,4.14,10.67,2.46,0.24,0.51,0.43,0.11,0.1,1.04,28.99,1.08,7.27,0.2,1.5,0,0,0,0,901.47,10032.28,6498.56,10724.42,804.39,1784.58,0.85,0.86,0.92,0.9,3.16,m,0.85,1.03,0.77,-0.42,0.17,3
185,198,Poland,0.03,0.17,0.76,5.89,0.03,0.56,4.98,1.45,0.84,0.58,3.6,0.4,0.66,3.42,5.94,3.41,0.39,0.57,0.02,0.81,0.28,-41.91,9.48,4.33,0.02,0.69,5.64,5.23,1.45,1.45,31.94,0.85,1,0.93,0.4,0.06,2.46,0.59,0.41,5.47,0.16,10.4,10.55,16392,0.04,0.01,2.7,6.07,9.26,17.96,0.26,0.32,0.13,0.11,0.07,0.62,8.74,0.67,-5.91,0.11,0.18,0,0.01,0,0.15,537.15,800.23,765.75,783.68,450.06,5587.28,0.9,0.62,1.06,1.28,m,m,0.58,1.39,1.04,-0.8,-1.09,3
186,199,Poland,0.08,0.44,0.05,1.17,0.06,0.12,1.28,1.13,0.56,0.11,0.42,0.14,0.1,0.36,2.28,0.24,0.1,0.11,0.07,0.5,0.27,13.35,0.07,4.5,0.33,0.19,3.88,2.41,1.13,1.16,1.79,0.73,1,0.26,0.09,3.59,1.09,0.15,0.13,0.73,0.27,0.82,1.07,1423,0.14,0.3,52.91,5.02,4.15,1.66,0.02,2.26,1.3,0.03,0.03,0.08,0.2,0.12,1.24,0.11,0.32,0,0,0,0,1748.26,8503.17,6521.85,9208.57,981.8,1439.52,1.2,1.12,1,0.95,0.52,2.13,1.03,0.85,0.89,6.27,-2.52,3
187,201,Poland,0.05,0.24,0.41,3.33,0.07,0.06,3.25,1.13,0.76,0.06,0.34,0.11,0.06,0.53,4.25,0.26,0.05,0.06,0.04,0.69,0.47,-13.42,1,4.45,0.19,0.08,6.09,4.58,0,1.14,4.87,0.82,0,0.12,0.05,0.15,1.6,0.13,0.11,2.5,0.18,1.86,2,11604.13,0.06,0.08,3.7,4.3,6.38,2.74,0.1,0.65,0.92,0.07,0.06,0.3,1.21,0.4,17.75,0.12,1.14,0,0,0,0.08,619.4,7959.23,3758.28,7705.72,473.8,1151.51,0.85,0.88,1.12,1.25,3.13,0,1.31,0.64,1.2,0.59,13.91,3
188,202,Poland,0,0.48,0.22,1.56,0.07,0.08,1.08,0.96,0.52,0.09,0.19,0.12,0.1,0.24,2.08,0.18,0.08,0.08,0,0.44,0.09,-8.39,0.59,4.82,0.47,0.16,2.2,1.83,0.96,0.96,4.38,0.6,1,0.54,0.09,0,0.9,0.13,0.13,1.29,0.4,1.38,1.59,14697,0,0.16,3.64,6.74,2.41,2.55,-0.05,0,12.55,0,0,0.01,0.04,0.01,0.13,0.01,0.04,0,0.01,0,0,934.83,6455.97,3866.57,5741.74,485.04,1286.88,1.77,1.7,0.96,1.12,12.67,-0.09,1.02,1.05,1.34,0.55,-1.92,3
189,203,Poland,0,0.58,0.04,1.08,-0.03,0.02,0.71,0.63,0.41,0.06,0.04,0.08,0.08,0.09,1.73,0.08,0.03,0.05,0,0.44,0.05,-1.21,0.08,4.71,0.84,0.11,1.26,1.03,0,0.64,3.24,0.52,0,0.12,0.07,-0.02,0.73,0.08,0.12,0.88,0.47,0.84,1.06,1933.01,-0.01,0.26,3.84,2.19,1.34,1.29,-0.22,-0.12,1.41,0.02,0.04,0.04,0.21,0.05,0.83,0.04,0.5,0,0,0,0,592.31,13715.4,3159.01,5387.1,244.36,497.87,1.13,1.05,1.09,1.08,1.2,5.36,1.18,0.91,1.21,1.31,0.64,3
190,206,Poland,0.09,0.21,0.37,3.58,0.11,0.1,3.81,1.02,0.79,0.1,0.7,0.16,0.11,0.78,4.81,0.49,0.1,0.1,0.09,0.68,0.73,-28.26,0.75,4.44,0.13,0.13,6.66,4.56,0,1.05,3.64,0.86,0,0.56,0.1,0.33,1.67,0.16,0.16,2.45,0.14,1.61,1.75,10179.84,0.11,0.08,3.78,6.43,7.19,2.08,0.11,1.67,1.17,0.05,0.05,0.25,0.81,0.37,4.51,0.1,0.52,0,0,0,0.05,1594.41,12703.02,7716.92,12448.87,1261.16,2569.64,1.12,1.13,1.03,1.09,1.08,-0.78,1.04,1.11,1.08,28,0.42,3
191,208,Poland,0.01,0.55,0.1,1.23,-0.01,0.01,0.82,0.54,0.45,0.02,0.01,0.09,0.03,0.09,1.82,0.03,0.01,0.02,0.01,0.46,0.08,-1.49,0.22,4.75,1.01,0.04,1.2,0.96,0.54,0.54,4.19,0.56,1,0.09,0.03,0.07,1.07,0.06,0.11,0.98,0.44,0.97,1.22,5557,0.01,0.25,7.55,1.26,1.23,1.17,0.06,0.13,1.01,0.04,0.08,0.07,0.37,0.09,-5.87,0.08,2.41,0,0.01,0,0,404.17,29375.5,3114.26,10710.93,181.72,393.89,0.89,0.89,m,m,m,m,m,m,m,m,m,3
192,209,Poland,0.08,0.12,0.77,7.97,0.07,0.08,7.39,1.41,0.88,0.09,0.74,0.11,0.07,1.32,8.39,0.75,0.06,0.09,0.06,0.81,1.32,-11.09,6.11,4.19,-0.27,0.1,12.55,11.55,1.41,1.47,92.66,0.89,1,5.44,0.06,m,7.97,0.16,0.12,7.34,0.11,7.04,7.11,11831,0.09,0.01,m,5.08,12.88,11.29,0.58,6.42,5.97,0.01,0.01,0.11,1.34,0.12,-0.1,0.01,0.14,0,0,0,m,0,0,0,0,0,0,m,m,1,1,0.94,m,0.93,1.05,0.83,1.36,-0.09,3
193,210,Poland,0.08,0.07,0.34,6.65,0.1,0.1,14.09,0.67,0.95,0.1,1.66,0.21,0.17,2.11,14.85,1.46,0.15,0.1,0.12,0.85,1.88,-49.29,0.55,4.66,0.02,0.1,9.68,8.53,0.67,0.67,23.18,0.96,1,1.13,0.15,0.4,3.11,0.14,0.21,5.86,0.06,1.57,1.58,15494,0.09,0.01,3.18,5.68,11.25,1.1,0.24,1.34,0.7,0.06,0.09,0.92,7.76,1.04,-24.87,0.16,0.63,0,0,0,0.03,793.11,7635.48,5311.91,7671.02,752.35,1243.1,1.05,1.08,0,0,0,0,0,0,0,0,0,3
194,212,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.91,0.07,m,0.86,0.96,0.89,m,m,3
195,213,Slovakia,-0.01,0.45,0.06,1.17,0.09,-0.01,1.2,0.87,0.55,0,-0.02,-0.01,0,-0.02,2.2,0,-0.01,0,-0.01,0.46,-0.02,0.22,0.12,4.54,0.51,0,2.25,1.94,0,0.88,4.02,0.61,0,0.02,0,-0.04,0.64,0.04,0.04,1.01,0.39,1,1.12,2235,-0.02,0.11,4.2,3.59,2.22,1.6,-0.16,m,m,0,0,0,0,0,m,0,0,0,0.06,-0.01,0,224.99,-15818.96,3270.59,-61085.01,122.89,226.05,0.91,0.86,1.48,1.01,17.22,m,1.08,1.05,2.47,6.68,-5.46,3
196,219,Poland,0,0.42,0.44,3.58,-0.64,0.01,1.36,0.9,0.58,0.01,0.03,0.15,0.01,0.32,2.36,0.03,0.01,0.01,0,1.21,0.31,-1.32,1.14,4.61,0.4,0.02,5.21,2.1,0.9,0.9,1.9,0.83,1,0.4,0.01,0.03,2.82,0.14,0.16,1.44,0.17,1.48,2.14,17850,0.01,0.44,6.97,2.17,5.25,2.32,0.41,0.03,1.14,0.11,0.13,0.27,0.45,0.66,-8.24,0.18,9.59,0,0.01,0,0,177.72,18550.05,728.36,8682.34,102.26,263.54,1.02,1.01,1.17,1.3,1.01,m,1.3,0.9,1.22,0.72,-0.58,3
197,221,Poland,0.07,0.67,-0.04,0.89,0.1,0.13,0.48,1.29,0.33,0.11,0.39,0.18,0.06,0.34,1.48,0.11,0.1,0.08,0.05,0.22,0.26,4.32,-0.05,4.21,0.48,0.23,3.8,1.86,0.38,1.33,0.64,0.67,0.29,0.3,0.06,0.96,0.67,0.18,0.14,0.44,0.33,0.46,0.95,-596,0.21,1.06,17.83,10.68,3.92,1.83,-0.1,1.09,1.61,0.06,0.05,0.1,0.19,0.19,1.64,0.22,0.84,0,0.01,0,0.02,1996.13,5078.2,3633.72,8541.84,650.82,920.9,1.06,1.07,0,0,0,0,0,0,0,0,0,3
198,223,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.92,16.27,m,1.07,0.92,0.76,-1.72,0.08,3
199,224,Poland,0.02,0.47,0.15,1.51,-0.75,0.03,1.17,0.84,0.55,0.05,0.1,0.09,0.05,0.17,2.14,0.1,0.04,0.05,0.02,1.3,0.14,-2.11,0.28,4.41,0.5,0.08,3.14,2.02,1.52,0.99,2.35,0.71,1.81,0.16,0.05,0.26,1.29,0.1,0.11,0.98,0.3,1.01,1.31,3982,0.03,0.3,12.58,2.46,2.78,1.55,0.1,-0.37,-1.06,-0.05,-0.06,-0.1,-0.28,-0.15,3.89,-0.1,-1,0,0,0,0,255.42,4750.47,1466.99,3026.89,139.83,257.4,0.63,0.66,1.08,1.15,1.02,m,0.84,1.39,1.06,0.61,-5.37,3
200,225,Poland,0.1,0.5,0.3,1.99,0.15,0.11,1,1.21,0.5,0.12,0.36,0.11,0.11,0.28,2,0.24,0.09,0.12,0.08,0.35,0.25,-8.84,0.78,4.46,0.35,0.23,3.68,2.25,1.21,1.24,2.56,0.69,1,0.32,0.1,0.84,1.62,0.15,0.12,1.22,0.31,1.28,1.78,8775,0.19,0.39,10.67,3.05,3.98,3.11,0.17,-3.53,-1.02,-0.03,-0.02,-0.05,-0.14,-0.09,-0.75,-0.04,-0.23,0,0,0,0.04,1031.8,4656.41,3560.13,4400.3,517,1322.44,1.02,1.04,0.93,0.97,m,8.6,0.74,0.85,1.3,-0.35,-1.31,3
201,226,Poland,-0.1,0.62,0.04,1.08,-0.16,-0.08,0.61,1.56,0.38,-0.09,-0.14,-0.03,-0.06,-0.09,1.61,-0.15,-0.05,-0.09,-0.06,0.54,-0.12,-8.21,0.12,4.31,0.39,-0.24,2.86,2.68,0.1,1.57,16.08,0.42,0.06,0.27,-0.06,-6.99,1.05,-0.07,-0.04,1.01,0.58,1.02,1.12,920,-0.26,0.1,108.45,3.41,2.68,4.18,0.02,1.97,-0.54,-0.05,-0.03,-0.08,-1.34,-0.09,0.95,-0.08,0.55,0,0,0,0,626.12,-2930.99,-3645.26,-2559.23,237.72,637.22,0.87,0.92,0.92,1,m,m,1.09,0.84,0.8,0.14,-3.01,3
202,227,Poland,0.02,0.42,0.02,1.09,0.29,0.01,1.36,0.75,0.58,0,0.04,0.08,0,0.15,2.36,0,0.01,0,0.03,0.29,0.18,0,0.03,4.47,0.53,0,3.26,1.86,0.75,0.79,1.23,0.76,1,0.19,0,0.63,0.93,0.05,0.07,0.62,0.24,0.78,1.03,622,0.04,0.31,19.14,4.23,3.09,1.01,-0.02,1.97,4.12,0.01,0.02,0.03,0.07,0.05,0.91,0.05,m,0,0,0,0,468.19,27077.77,5214.1,m,270.18,366.4,0.88,0.91,0.4,1.04,1.07,2.2,0.94,0.91,0.67,0.69,4,3
203,228,Poland,0.26,0.51,1.06,3.9,0.26,0.33,3.86,3.58,1.98,0.35,0.92,0.14,0.1,0.96,1.94,0.67,0.09,0.35,0.07,1.72,0.81,-31.81,0.98,3.83,0.14,0.17,9.08,6.43,3.58,3.65,4.6,2.14,1,0.58,0.1,0.35,1.9,0.5,0.14,2.76,0.36,1.84,1.98,7210,0.13,0.08,4.91,7.46,9.83,3.32,0.1,1.87,1.17,0.14,0.04,0.27,0.92,0.38,0.88,0.1,0.4,0,0,0,0.08,652.6,3866.6,2588.99,3746.33,1295.24,1200.33,0.88,0.87,0,0,0,0,0,0,0,0,0,3
204,229,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,m,m,m,m,m,m,m,m,3
205,230,Poland,-0.07,0.7,0.01,1.04,-0.46,-0.04,0.38,0.63,0.26,0.01,-0.12,0.08,-0.01,0.07,1.43,-0.01,-0.06,-0.01,-0.1,0.72,0.03,0.17,0.02,4.49,1.1,-0.03,2.38,1.06,0.63,0.74,0.39,0.65,1,0.03,-0.01,-0.38,0.49,0.08,0.13,0.46,0.31,0.39,0.96,367,-0.25,1.47,3.67,4.47,2.02,0.93,-0.23,1.42,-1.93,-0.05,-0.07,-0.07,-0.12,-0.15,3.84,-0.14,6.2,0,0,0,0,1423.95,-9943.57,4618.68,-50552.21,373.33,552.44,m,m,0.9,0.99,1.13,m,1.08,0.66,0.69,m,m,3
206,231,Slovakia,0.06,0.17,0.23,2.77,0,0.07,4.74,0.58,0.83,0.08,0.56,0.13,0.1,0.42,5.74,0.32,0.13,0.06,0.1,0.83,0.34,-7.74,0.36,4.59,0.06,0.07,4.28,3.18,0,0.61,4.64,0.87,0,1.13,0.1,0.39,1.6,0.13,0.22,2.06,0.13,1.29,1.36,8839,0.07,0.05,3.83,9.5,4.47,0.9,0.15,m,m,0,0,0,0,0,m,0,0,m,m,m,0,m,m,m,m,m,m,0.73,0.71,0,0,0,0,0,0,0,0,0,3
207,232,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1.02,0.76,m,0.94,0.98,0.62,-0.36,0.29,3
208,234,Poland,0.07,0.07,0.81,12.26,0.07,0.09,12.84,0.66,0.93,0.09,1.29,0.16,0.15,1.45,13.84,1.19,0.14,0.09,0.1,0.86,1.12,23.44,6.94,4.47,-0.69,0.09,8.04,8.01,0.19,0.67,2623.86,0.93,0.29,7.54,0.13,0.26,8.63,0.1,0.15,12.22,0.07,7.94,7.94,23981,0.07,0,2.53,8.48,9.19,5.67,0.98,-4.03,-0.69,-0.02,-0.03,-0.24,-72.51,-0.24,-0.43,-0.02,-0.2,0,0,0,0,742.29,7404.99,7015.24,7979.43,688.64,5895.81,0.84,0.86,1.07,1.02,1.02,m,1.11,1.46,0.94,m,m,3
209,240,Czech Republic,0.1,0.53,0.27,1.68,0.16,0.13,0.88,1.39,0.47,0.15,0.33,0.09,0.11,0.24,1.88,0.27,0.09,0.14,0.07,0.31,0.18,-7.37,0.79,4.08,0.37,0.3,3.26,2.42,0,1.43,0.75,0.6,0,0.05,0.1,0.17,0.26,0.15,0.11,1.24,0.4,1.38,1.79,3185,0.21,0.29,2.5,16.58,3.53,4.12,-0.22,m,m,0,0,0,0,0,m,0,0,0,0.02,0.02,0,3243.58,11811.08,10157.13,10647.81,1516.36,4484.64,1.02,1.03,m,m,m,m,m,m,m,m,m,3
210,241,Poland,-0.4,0.28,0.45,2.82,-0.38,-0.4,2.58,0.66,0.72,-0.32,-1.61,-0.54,-0.32,-1.28,3.58,-1.18,-0.6,-0.33,-0.6,1.1,-1.28,4.55,1.47,4.43,0.32,-0.46,4.43,3.9,1.06,0.76,15.03,0.75,1.61,1.54,-0.5,-2.08,2.05,-0.29,-0.44,2.48,0.25,2.36,2.47,12090,-0.55,0.05,3.47,5.35,2.68,2.16,0.23,-1.16,0.11,0.34,0.52,1.22,10.17,1.38,5.64,0.49,-1.03,0,0,0,0,1126.34,-2043.98,-2775.87,-2455.43,811.36,2653.41,m,m,0.93,0.84,1.46,11.3,1.21,0.71,0.54,0.06,-0.41,3
211,242,Poland,0.09,0.35,0.29,2.6,0.49,0.13,1.89,0.88,0.66,0.12,0.73,0.21,0.15,0.52,2.88,0.33,0.15,0.12,0.1,0.17,0.39,9.16,0.55,4.65,0.35,0.18,4.32,2.25,0.17,0.9,1.68,0.82,0.2,0.21,0.13,0.45,1.55,0.17,0.19,1.35,0.18,1.24,1.56,12783,0.13,0.25,4.6,3.62,4.84,1.66,0.14,-17.83,-10.28,0,-0.01,-0.01,-0.03,-0.03,0.23,-0.01,-0.04,0,0,0,0,395.95,1970.67,1574.52,2251.71,260.34,491.52,1.04,0.99,0.98,0.96,-3.07,0.45,0.89,1.01,1.02,1.69,1.7,3
212,244,Poland,0.01,0.61,-0.06,0.86,-0.01,0.01,0.63,0.7,0.39,0.02,0.02,0.07,0.03,0.08,1.63,0.03,0.01,0.02,0.01,0.39,0.07,-1.37,-0.1,4.06,0.86,0.05,1.57,1.18,0.7,0.74,1.26,0.54,1,0.13,0.03,0.03,0.41,0.06,0.08,0.65,0.46,0.64,0.9,-718,0.01,0.39,3.35,5.26,1.51,1.17,-0.39,0.05,0.36,0.11,0.15,0.17,0.7,0.23,-9.04,0.27,5.8,0,0,0,0,649.16,26547.75,4409.88,13602.44,249.94,416.68,0.88,0.87,1.39,1.35,0.7,5.83,1.07,1.4,1.42,0.45,161.93,3
213,246,Poland,0.02,0.68,-0.02,0.96,0.02,0.03,0.48,1.81,0.32,0.05,0.05,0.04,0.03,0.1,1.48,0.07,0.02,0.04,0.01,0.3,0.09,-2.56,-0.04,3.82,0.37,0.14,3.24,2.62,0,1.82,2.98,0.45,0,0.09,0.02,0.17,0.71,0.08,0.05,0.78,0.55,0.68,0.96,-134.45,0.07,0.4,12.96,5.39,3.3,3.81,-0.09,-0.83,-1.36,-0.03,-0.02,-0.04,-0.22,-0.05,0.79,-0.05,-0.64,0,0,0,0,1790.96,19939.59,6920.42,12980.21,579.53,1222.66,1.12,1.13,1.16,0.97,0.63,m,1,0.85,1.76,-1.95,0.47,3
214,247,Poland,0.12,0.15,0.36,4.14,0.1,0.09,6.08,0.66,0.89,0.09,0.77,0.18,0.15,0.79,6.86,0.58,0.13,0.08,0.18,0.79,0.99,44.1,0.68,4.45,-0.02,0.1,5.07,3.96,0,0.66,12.32,0.92,0,1.4,0.13,1.46,3.44,0.11,0.17,3.23,0.11,1.68,1.74,10074.52,0.13,0.04,8.24,2.84,5.77,1.24,0.51,-2.55,-0.61,-0.05,-0.07,-0.31,-1.44,-0.4,-1.67,-0.1,-0.54,0,0,0,0,1342.8,13588.46,10603.62,14107.97,1189.79,2250.52,0.9,0.96,1.4,1.26,1.03,m,1.65,0.91,0.69,-0.37,-1.48,3
215,250,Poland,0.11,0.47,0.13,2.31,0.11,0.11,1.14,0.33,0.53,0.11,1.1,0.43,0.45,0.31,2.14,0.23,0.32,0.11,0.32,0.42,0.31,-54.54,0.17,4.53,1.1,0.2,2.49,0.52,0.33,0.35,0.47,0.9,1,1.09,0.33,1.98,1.76,0.14,0.43,0.49,0.1,0.69,1.17,4316,0.2,0.69,6.13,5.07,3.38,0.43,0.35,8.89,2.94,0.01,0.04,0.03,0.03,0.12,0.44,0.05,0.11,0,0.02,0.49,0,4000.47,19795.29,14798.17,19641.33,2131.92,2756.31,1.08,1.08,1.1,0.76,1.9,m,0.84,1.3,0.98,1.46,0.63,3
216,251,Poland,0.05,0.66,-0.16,0.68,0.05,0.05,0.51,0.83,0.34,0.07,0.1,0.11,0.07,0.14,1.5,0.1,0.06,0.07,0.06,0.29,0.14,-3.81,-0.24,4.2,0.72,0.2,1.82,1.35,0.83,0.97,1.04,0.51,1,0.13,0.08,0.31,0.36,0.11,0.13,0.5,0.49,0.51,0.76,-2516,0.15,0.51,5.22,7.54,1.68,1.25,-0.36,-0.86,-0.74,-0.06,-0.07,-0.09,-0.34,-0.12,-10.23,-0.17,-0.88,0,0,0,0,375.67,2590.63,1155.89,1910.59,126.3,190.05,0.91,0.97,1.27,1.22,-48.54,m,0.81,1.09,1.33,-0.27,-9.73,3
217,252,Poland,0.12,0.36,0.14,1.5,0.12,0.09,2.06,1.57,0.74,0.09,0.3,0.07,0.06,0.31,2.79,0.26,0.05,0.09,0.08,0.62,0.4,-16.37,0.25,4.02,0.19,0.12,5.21,4.17,1.58,1.59,5.6,0.81,1,0.23,0.06,3.89,1.39,0.12,0.07,1.2,0.29,1.29,1.42,1520,0.16,0.1,51.45,4.72,5.49,2.76,0.08,-3.36,-0.71,-0.04,-0.02,-0.1,-0.5,-0.12,-0.69,-0.08,-0.39,0,0,0,0,3781.94,32385.51,23894.74,30486.17,2788.3,4894.68,0.95,0.9,0.71,0.63,0.5,-3.62,0.64,0.3,1.15,1.69,0.37,3
218,253,Poland,0.42,1.76,-1.2,0.29,-0.97,-0.23,-0.38,0.39,-0.68,-0.34,-0.14,-0.45,-0.39,-0.1,0.57,-0.19,-0.59,-0.34,1.08,0.3,0.27,-3.16,-2.25,4.73,4.5,0.5,0.44,0.43,-0.03,0.42,1.81,-0.61,-0.08,0.04,-0.86,1.13,0.07,-0.28,-0.72,0.28,1.7,-1.26,-1.14,-64855,-0.62,-0.1,1.05,6.87,0.23,0.73,-2.66,0.73,0.09,0.58,1.48,0.33,8.66,0.34,-248.92,1.17,-1.72,0,0,0,0,-266.03,-784.67,-635.08,-535.3,179.89,335.64,0.35,0.41,1.11,1.25,0.92,3.65,0.83,1.68,1.26,0.96,0.37,3
